"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentID","Input.sentence1","Input.context1","Answer.Comments","Answer.Q1MultiLineTextInput","Approve","Reject"
"3909MD9T2ZHH19Y5CD1WFP3HW70EFJ","3CM00QMEULMZP704QCXER5QU7E46WS","Grammatical Error Correction","In this task, you are presented with a single English sentence and are asked to correct any spelling and grammatical mistakes in the provided text box.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Thu Feb 25 11:47:55 PST 2016","6","BatchId:2284698;","1800","86400","Thu Mar 03 11:47:55 PST 2016","","","3018Q3ZVOIQE06KWD545OFNWKIUARJ","A1FGKIKJYSL1MI","Submitted","Thu Feb 25 12:00:33 PST 2016","Thu Feb 25 12:01:28 PST 2016","Fri Feb 26 12:01:28 PST 2016","","","","55","0% (0/0)","0% (0/0)","0% (0/0)","1295","First and foremost , we should realize that social media world is not trustworthy and real .","More and more young people tend to live in social media world most of their time and reduce face-to-face human contact , which can affect interpersonal skills and relationships in social life .","{}","First and foremost , we should realize that the social media world is not real or trustworthy ."
"3909MD9T2ZHH19Y5CD1WFP3HW70EFJ","3CM00QMEULMZP704QCXER5QU7E46WS","Grammatical Error Correction","In this task, you are presented with a single English sentence and are asked to correct any spelling and grammatical mistakes in the provided text box.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Thu Feb 25 11:47:55 PST 2016","6","BatchId:2284698;","1800","86400","Thu Mar 03 11:47:55 PST 2016","","","37UQDCYH6XVOAB3FFMXVFLA94GZV74","A3HBMPB74FWI1","Submitted","Thu Feb 25 11:52:13 PST 2016","Thu Feb 25 11:53:07 PST 2016","Fri Feb 26 11:53:07 PST 2016","","","","54","0% (0/0)","0% (0/0)","0% (0/0)","1295","First and foremost , we should realize that social media world is not trustworthy and real .","More and more young people tend to live in social media world most of their time and reduce face-to-face human contact , which can affect interpersonal skills and relationships in social life .","{}","First and foremost, we should realize that social media is not trustworthy and real ."
"3909MD9T2ZHH19Y5CD1WFP3HW70EFJ","3CM00QMEULMZP704QCXER5QU7E46WS","Grammatical Error Correction","In this task, you are presented with a single English sentence and are asked to correct any spelling and grammatical mistakes in the provided text box.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Thu Feb 25 11:47:55 PST 2016","6","BatchId:2284698;","1800","86400","Thu Mar 03 11:47:55 PST 2016","","","386PBUZZXFXEY1SN2RKMV2HG4DYJLH","AQXRHIMQ7UK7O","Submitted","Thu Feb 25 11:49:12 PST 2016","Thu Feb 25 11:50:41 PST 2016","Fri Feb 26 11:50:41 PST 2016","","","","89","0% (0/0)","0% (0/0)","0% (0/0)","1295","First and foremost , we should realize that social media world is not trustworthy and real .","More and more young people tend to live in social media world most of their time and reduce face-to-face human contact , which can affect interpersonal skills and relationships in social life .","{}","First and foremost, we should realize that the social media world is not trustworthy or real."
"3909MD9T2ZHH19Y5CD1WFP3HW70EFJ","3CM00QMEULMZP704QCXER5QU7E46WS","Grammatical Error Correction","In this task, you are presented with a single English sentence and are asked to correct any spelling and grammatical mistakes in the provided text box.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Thu Feb 25 11:47:55 PST 2016","6","BatchId:2284698;","1800","86400","Thu Mar 03 11:47:55 PST 2016","","","392CY0QWG1RM5I1WEH05XK055CF4IY","ARR3UJTM2ZGK4","Submitted","Thu Feb 25 11:50:54 PST 2016","Thu Feb 25 11:53:58 PST 2016","Fri Feb 26 11:53:58 PST 2016","","","","184","0% (0/0)","0% (0/0)","0% (0/0)","1295","First and foremost , we should realize that social media world is not trustworthy and real .","More and more young people tend to live in social media world most of their time and reduce face-to-face human contact , which can affect interpersonal skills and relationships in social life .","{}","First and foremost, we should realize that the social media world is not trustworthy and real."
"3909MD9T2ZHH19Y5CD1WFP3HW70EFJ","3CM00QMEULMZP704QCXER5QU7E46WS","Grammatical Error Correction","In this task, you are presented with a single English sentence and are asked to correct any spelling and grammatical mistakes in the provided text box.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Thu Feb 25 11:47:55 PST 2016","6","BatchId:2284698;","1800","86400","Thu Mar 03 11:47:55 PST 2016","","","3EF8EXOTT1V18UOJ9H23BN8267U1JU","A2ODYTTKEGH0TZ","Submitted","Thu Feb 25 11:48:57 PST 2016","Thu Feb 25 11:53:02 PST 2016","Fri Feb 26 11:53:02 PST 2016","","","","245","0% (0/0)","0% (0/0)","0% (0/0)","1295","First and foremost , we should realize that social media world is not trustworthy and real .","More and more young people tend to live in social media world most of their time and reduce face-to-face human contact , which can affect interpersonal skills and relationships in social life .","{}","First and foremost, we should realize that the social media world is not trustworthy, nor real."
"3909MD9T2ZHH19Y5CD1WFP3HW70EFJ","3CM00QMEULMZP704QCXER5QU7E46WS","Grammatical Error Correction","In this task, you are presented with a single English sentence and are asked to correct any spelling and grammatical mistakes in the provided text box.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Thu Feb 25 11:47:55 PST 2016","6","BatchId:2284698;","1800","86400","Thu Mar 03 11:47:55 PST 2016","","","3OHYZ19UGC5B3TSGLDN1UKIR9VCOAQ","A2FV0CMG9S8CU0","Submitted","Thu Feb 25 12:21:23 PST 2016","Thu Feb 25 12:21:59 PST 2016","Fri Feb 26 12:21:59 PST 2016","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","1295","First and foremost , we should realize that social media world is not trustworthy and real .","More and more young people tend to live in social media world most of their time and reduce face-to-face human contact , which can affect interpersonal skills and relationships in social life .","{}","First and foremost, we should realize that the world of social media is neither trustworthy nor real."
"3MA5N0ATTCBMYVCAYOMZH82MB7MWKJ","3CM00QMEULMZP704QCXER5QU7E46WS","Grammatical Error Correction","In this task, you are presented with a single English sentence and are asked to correct any spelling and grammatical mistakes in the provided text box.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Thu Feb 25 11:47:55 PST 2016","6","BatchId:2284698;","1800","86400","Thu Mar 03 11:47:55 PST 2016","","","34FNN24DCM9QR1K1W45IO007VRIY5D","A2O2SCXA7IW2FY","Submitted","Thu Feb 25 13:53:18 PST 2016","Thu Feb 25 13:53:52 PST 2016","Fri Feb 26 13:53:52 PST 2016","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","113","Hence , some seen it as being considerate in keeping the genetic risk of getting the disease in confidential .","Furthermore , some will wish not to become a burden of anyone as seeking medical attention is relatively costly .","{}","Hence , some see it as being considerate in keeping the genetic risk of getting the disease confidential ."
"3MA5N0ATTCBMYVCAYOMZH82MB7MWKJ","3CM00QMEULMZP704QCXER5QU7E46WS","Grammatical Error Correction","In this task, you are presented with a single English sentence and are asked to correct any spelling and grammatical mistakes in the provided text box.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Thu Feb 25 11:47:55 PST 2016","6","BatchId:2284698;","1800","86400","Thu Mar 03 11:47:55 PST 2016","","","37UEWGM5HT8I6I7WHMBCDEUTGO51R3","A1YJKLVJW1FE33","Submitted","Thu Feb 25 14:43:28 PST 2016","Thu Feb 25 14:44:08 PST 2016","Fri Feb 26 14:44:08 PST 2016","","","","40","0% (0/0)","0% (0/0)","0% (0/0)","113","Hence , some seen it as being considerate in keeping the genetic risk of getting the disease in confidential .","Furthermore , some will wish not to become a burden of anyone as seeking medical attention is relatively costly .","{}","Hence , some see it as considerate to keep the genetic risk of getting the disease confidential."
"3MA5N0ATTCBMYVCAYOMZH82MB7MWKJ","3CM00QMEULMZP704QCXER5QU7E46WS","Grammatical Error Correction","In this task, you are presented with a single English sentence and are asked to correct any spelling and grammatical mistakes in the provided text box.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Thu Feb 25 11:47:55 PST 2016","6","BatchId:2284698;","1800","86400","Thu Mar 03 11:47:55 PST 2016","","","3EWIJTFFVO7TQPH9ZXNC02C0W7R0E4","A3HBMPB74FWI1","Submitted","Thu Feb 25 11:55:32 PST 2016","Thu Feb 25 11:55:58 PST 2016","Fri Feb 26 11:55:58 PST 2016","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","113","Hence , some seen it as being considerate in keeping the genetic risk of getting the disease in confidential .","Furthermore , some will wish not to become a burden of anyone as seeking medical attention is relatively costly .","{}","Hence, some see it as being considerate if keeping the genetic risk of getting the disease is confidential ."
"3MA5N0ATTCBMYVCAYOMZH82MB7MWKJ","3CM00QMEULMZP704QCXER5QU7E46WS","Grammatical Error Correction","In this task, you are presented with a single English sentence and are asked to correct any spelling and grammatical mistakes in the provided text box.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Thu Feb 25 11:47:55 PST 2016","6","BatchId:2284698;","1800","86400","Thu Mar 03 11:47:55 PST 2016","","","3FE2ERCCZX8IQXYIAW5YKF7M8HTPOO","A26XN1TM6CV01T","Submitted","Thu Feb 25 15:17:37 PST 2016","Thu Feb 25 15:22:35 PST 2016","Fri Feb 26 15:22:35 PST 2016","","","","298","0% (0/0)","0% (0/0)","0% (0/0)","113","Hence , some seen it as being considerate in keeping the genetic risk of getting the disease in confidential .","Furthermore , some will wish not to become a burden of anyone as seeking medical attention is relatively costly .","{}","Hence , some see it as being considerate in keeping the genetic risk of getting the disease confidential."
