"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.type","Input.sentID","Input.system1","Input.system2","Input.system3","Input.system4","Input.system5","Input.sentence1","Input.sentence2","Input.sentence3","Input.sentence4","Input.sentence5","Input.markup1","Input.markup2","Input.markup3","Input.markup4","Input.markup5","Input.source","Input.context","Answer.Comments","Answer.rank_1","Answer.rank_2","Answer.rank_3","Answer.rank_4","Answer.rank_5","Approve","Reject"
"3Z3R5YC0P3NJQSG228QREB3IY3JTFR","3LMOG6ZFAI69WKV8DLBBX4NIW5J2FE","Grammaticality Judgment","In this task, you are presented with a single English sentence and are asked to rank (up to) 5 sentences according to its grammaticality.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Tue Oct 06 11:57:47 PDT 2015","2","BatchId:2114055;","3600","86400","Tue Oct 13 11:57:47 PDT 2015","","","3I0BTBYZAXLRWUY0ZYZ6754G8H30YG","A4TAQBKTB06BG","Approved","Tue Oct 06 13:44:31 PDT 2015","Tue Oct 06 13:45:36 PDT 2015","Wed Oct 07 13:45:36 PDT 2015","Tue Oct 06 20:03:35 PDT 2015","","","65","88% (46/52)","88% (46/52)","88% (46/52)","control","763","CAMB","POST","AMU","IITB INPUT IPN SJTU UFC UMC","NTHU PKU RAC","Therefore , an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and normal human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction with its people .","Therefore , <span class=""delete"">for</span> an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and <span class=""delete"">face-to-face</span> <span class=""insert"">normal</span> human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction <span class=""delete"">within</span> <span class=""insert"">with</span> its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","The lack of exposure to real life interaction with humans with not create the confidence and skills needed for one to interact seamlessly and effectively with others .","{}","5","2","2","2","2"
"3Z3R5YC0P3NJQSG228QREB3IY3JTFR","3LMOG6ZFAI69WKV8DLBBX4NIW5J2FE","Grammaticality Judgment","In this task, you are presented with a single English sentence and are asked to rank (up to) 5 sentences according to its grammaticality.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Tue Oct 06 11:57:47 PDT 2015","2","BatchId:2114055;","3600","86400","Tue Oct 13 11:57:47 PDT 2015","","","3XLBSAQ9Z4C5JV8PGJMY0RN5MQEZ79","A1ORPX4AK44JN5","Approved","Wed Oct 07 11:39:51 PDT 2015","Wed Oct 07 11:41:54 PDT 2015","Thu Oct 08 11:41:54 PDT 2015","Wed Oct 07 15:30:56 PDT 2015","","","123","100% (313/313)","100% (313/313)","100% (313/313)","control","763","CAMB","POST","AMU","IITB INPUT IPN SJTU UFC UMC","NTHU PKU RAC","Therefore , an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and normal human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction with its people .","Therefore , <span class=""delete"">for</span> an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and <span class=""delete"">face-to-face</span> <span class=""insert"">normal</span> human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction <span class=""delete"">within</span> <span class=""insert"">with</span> its people .","Therefore , for an effective and efficient society , there is a need to have a balance of both social media interaction and face-to-face human interaction within its people .","The lack of exposure to real life interaction with humans with not create the confidence and skills needed for one to interact seamlessly and effectively with others .","{}","4","3","5","2","1"
"3IVEC1GSLPZYMAQPJFX2N3CFZRA1JU","3LMOG6ZFAI69WKV8DLBBX4NIW5J2FE","Grammaticality Judgment","In this task, you are presented with a single English sentence and are asked to rank (up to) 5 sentences according to its grammaticality.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Tue Oct 06 11:57:47 PDT 2015","2","BatchId:2114055;","3600","86400","Tue Oct 13 11:57:47 PDT 2015","","","3E1QT0TDFP9NOJOYQKQIEWGA1WJI8H","A1IGWV8HNDLRDC","Approved","Tue Oct 06 15:23:53 PDT 2015","Tue Oct 06 15:27:43 PDT 2015","Wed Oct 07 15:27:43 PDT 2015","Tue Oct 06 20:03:30 PDT 2015","","","230","100% (245/246)","100% (245/246)","100% (245/246)","control","1129","POST","UMC","AMU CAMB INPUT PKU SJTU UFC","CUUI","NTHU","In this case , interpersonal skill is not as important because our goal is not to impress somebody , but to get information that we are both interested in .","In this case , interpersonal skill is not as important because our goal is not impress somebody , but to get the information that we are both interested in .","In this case , interpersonal skills is not as important because our goal is not to move people , but to get the information that we are both interested in .","In this case , the interpersonal skill is not as important because our goal is not to impress somebody , but to get the information that we are both interested in .","In this case , interpersonal skills is not as important because our goal is not to impress somebody , but to get the information that we are both interested in .","In this case , interpersonal skill is not as important because our goal is not to impress somebody , but to get <span class=""delete"">the</span> information that we are both interested in .","In this case , interpersonal skill is not as important because our goal is not <span class=""delete"">to</span> impress somebody , but to get the information that we are both interested in .","In this case , interpersonal <span class=""delete"">skill</span> <span class=""insert"">skills</span> is not as important because our goal is not to <span class=""delete"">impress</span> <span class=""delete"">somebody</span> <span class=""insert"">move</span> <span class=""insert"">people</span> , but to get the information that we are both interested in .","In this case , <span class=""insert"">the</span> interpersonal skill is not as important because our goal is not to impress somebody , but to get the information that we are both interested in .","In this case , interpersonal <span class=""delete"">skill</span> <span class=""insert"">skills</span> is not as important because our goal is not to impress somebody , but to get the information that we are both interested in .","In this case , interpersonal skill is not as important because our goal is not to impress somebody , but to get the information that we are both interested in .","The communication does not focus on how we feel , or to say , each otherm , but whatever is interesting , or the content .","It would be better to use ""interpersonal skills,"" but this then requires the verb to be ""are"" instead of ""is.""","2","2","3","5","3"
"3IVEC1GSLPZYMAQPJFX2N3CFZRA1JU","3LMOG6ZFAI69WKV8DLBBX4NIW5J2FE","Grammaticality Judgment","In this task, you are presented with a single English sentence and are asked to rank (up to) 5 sentences according to its grammaticality.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Tue Oct 06 11:57:47 PDT 2015","2","BatchId:2114055;","3600","86400","Tue Oct 13 11:57:47 PDT 2015","","","3VNL7UK1XFJMCCEWSAVS2VZ5ZI5TFL","A36SM7QM8OK3H6","Approved","Wed Oct 07 07:50:31 PDT 2015","Wed Oct 07 08:39:45 PDT 2015","Thu Oct 08 08:39:45 PDT 2015","Wed Oct 07 09:33:49 PDT 2015","","","2954","100% (121/121)","100% (121/121)","100% (121/121)","control","1129","POST","UMC","AMU CAMB INPUT PKU SJTU UFC","CUUI","NTHU","In this case , interpersonal skill is not as important because our goal is not to impress somebody , but to get information that we are both interested in .","In this case , interpersonal skill is not as important because our goal is not impress somebody , but to get the information that we are both interested in .","In this case , interpersonal skills is not as important because our goal is not to move people , but to get the information that we are both interested in .","In this case , the interpersonal skill is not as important because our goal is not to impress somebody , but to get the information that we are both interested in .","In this case , interpersonal skills is not as important because our goal is not to impress somebody , but to get the information that we are both interested in .","In this case , interpersonal skill is not as important because our goal is not to impress somebody , but to get <span class=""delete"">the</span> information that we are both interested in .","In this case , interpersonal skill is not as important because our goal is not <span class=""delete"">to</span> impress somebody , but to get the information that we are both interested in .","In this case , interpersonal <span class=""delete"">skill</span> <span class=""insert"">skills</span> is not as important because our goal is not to <span class=""delete"">impress</span> <span class=""delete"">somebody</span> <span class=""insert"">move</span> <span class=""insert"">people</span> , but to get the information that we are both interested in .","In this case , <span class=""insert"">the</span> interpersonal skill is not as important because our goal is not to impress somebody , but to get the information that we are both interested in .","In this case , interpersonal <span class=""delete"">skill</span> <span class=""insert"">skills</span> is not as important because our goal is not to impress somebody , but to get the information that we are both interested in .","In this case , interpersonal skill is not as important because our goal is not to impress somebody , but to get the information that we are both interested in .","The communication does not focus on how we feel , or to say , each otherm , but whatever is interesting , or the content .","{}","1","2","5","3","4"
"3S4TINXCC0ND0JZE1PIW1B6AKXAOBI","3LMOG6ZFAI69WKV8DLBBX4NIW5J2FE","Grammaticality Judgment","In this task, you are presented with a single English sentence and are asked to rank (up to) 5 sentences according to its grammaticality.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Tue Oct 06 11:57:47 PDT 2015","2","BatchId:2114055;","3600","86400","Tue Oct 13 11:57:47 PDT 2015","","","3DEL4X4EL6LZTK4B2AODGJRRIOPXY9","A1ORPX4AK44JN5","Approved","Tue Oct 06 14:55:38 PDT 2015","Tue Oct 06 14:57:33 PDT 2015","Wed Oct 07 14:57:33 PDT 2015","Tue Oct 06 20:03:33 PDT 2015","","","115","100% (313/313)","100% (313/313)","100% (313/313)","control","360","CAMB","POST","AMU IITB INPUT IPN NTHU PKU SJTU UFC UMC","RAC","CUUI","Nevertheless , while I feel that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest a person to at least share the information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about genetic risk , I would like to suggest a person to at least share information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I feel that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest the person to at least share the information with her or his potential partner ( husband and wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest the person to at least share the information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest a person to at least share the information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I <span class=""delete"">fell</span> <span class=""insert"">feel</span> that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest <span class=""delete"">the</span> <span class=""insert"">a</span> person to at least share the information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about <span class=""delete"">the</span> genetic risk , I would like to suggest <span class=""delete"">the</span> <span class=""insert"">a</span> person to at least share <span class=""delete"">the</span> information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I <span class=""delete"">fell</span> <span class=""insert"">feel</span> that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest the person to at least share the information with her or his potential partner ( husband <span class=""delete"">or</span> <span class=""insert"">and</span> wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest the person to at least share the information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest <span class=""delete"">the</span> <span class=""insert"">a</span> person to at least share the information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest the person to at least share the information with her or his potential partner ( husband or wife ) since the individual 's genetic risk may affect their future children .","Furthermore , since it is the person `s gene that is affected , he has the right to determine with whom he wants to share the information with .","{}","2","2","2","2","3"
"3S4TINXCC0ND0JZE1PIW1B6AKXAOBI","3LMOG6ZFAI69WKV8DLBBX4NIW5J2FE","Grammaticality Judgment","In this task, you are presented with a single English sentence and are asked to rank (up to) 5 sentences according to its grammaticality.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Tue Oct 06 11:57:47 PDT 2015","2","BatchId:2114055;","3600","86400","Tue Oct 13 11:57:47 PDT 2015","","","3FTYUGLFSULNTQPA08I4BFQ6719D57","A4TAQBKTB06BG","Approved","Tue Oct 06 14:58:04 PDT 2015","Tue Oct 06 14:58:29 PDT 2015","Wed Oct 07 14:58:29 PDT 2015","Tue Oct 06 20:03:33 PDT 2015","","","25","88% (46/52)","88% (46/52)","88% (46/52)","control","360","CAMB","POST","AMU IITB INPUT IPN NTHU PKU SJTU UFC UMC","RAC","CUUI","Nevertheless , while I feel that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest a person to at least share the information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about genetic risk , I would like to suggest a person to at least share information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I feel that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest the person to at least share the information with her or his potential partner ( husband and wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest the person to at least share the information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest a person to at least share the information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I <span class=""delete"">fell</span> <span class=""insert"">feel</span> that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest <span class=""delete"">the</span> <span class=""insert"">a</span> person to at least share the information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about <span class=""delete"">the</span> genetic risk , I would like to suggest <span class=""delete"">the</span> <span class=""insert"">a</span> person to at least share <span class=""delete"">the</span> information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I <span class=""delete"">fell</span> <span class=""insert"">feel</span> that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest the person to at least share the information with her or his potential partner ( husband <span class=""delete"">or</span> <span class=""insert"">and</span> wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest the person to at least share the information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest <span class=""delete"">the</span> <span class=""insert"">a</span> person to at least share the information with her or his potential partner ( husband or wife ) since the individual `s genetic risk may affect their future children .","Nevertheless , while I fell that a carrier should not be obligated to tell his or her relatives about the genetic risk , I would like to suggest the person to at least share the information with her or his potential partner ( husband or wife ) since the individual 's genetic risk may affect their future children .","Furthermore , since it is the person `s gene that is affected , he has the right to determine with whom he wants to share the information with .","{}","3","3","3","3","3"
"3IWA71V4TIGUOGWB6POK98BBI056XL","3LMOG6ZFAI69WKV8DLBBX4NIW5J2FE","Grammaticality Judgment","In this task, you are presented with a single English sentence and are asked to rank (up to) 5 sentences according to its grammaticality.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Tue Oct 06 11:57:47 PDT 2015","2","BatchId:2114055;","3600","86400","Tue Oct 13 11:57:47 PDT 2015","","","30LSNF239UVC24M9A3HH4537FWO2IV","A4TAQBKTB06BG","Approved","Tue Oct 06 12:53:10 PDT 2015","Tue Oct 06 12:53:25 PDT 2015","Wed Oct 07 12:53:25 PDT 2015","Tue Oct 06 20:03:30 PDT 2015","","","15","88% (46/52)","88% (46/52)","88% (46/52)","control","787","CUUI RAC","IITB UMC","NTHU PKU POST","AMU","INPUT IPN SJTU UFC","Secondly , people make friends all over the world and able to update their friends his recent activity easily .","Secondly , people makes friends all over the world and able to update their friends his recent activity easily .","Secondly , people make friends all over the world and able to update their friends his recent activity easily .","Secondly , people make friends all over the world and able to update their friends his recent activities easily .","","Secondly , people <span class=""delete"">makes</span> <span class=""insert"">make</span> friends all over the world and able to update their friends his recent activity easily .","Secondly , people makes friends all over the world and able to update their friends his recent activity easily .","Secondly , people <span class=""delete"">makes</span> <span class=""insert"">make</span> friends all over the world and able to update their friends his recent activity easily .","Secondly , people <span class=""delete"">makes</span> <span class=""insert"">make</span> friends all over the world and able to update their friends his recent <span class=""delete"">activity</span> <span class=""insert"">activities</span> easily .","<span class=""delete"">Secondly</span> <span class=""delete"">,</span> <span class=""delete"">people</span> <span class=""delete"">makes</span> <span class=""delete"">friends</span> <span class=""delete"">all</span> <span class=""delete"">over</span> <span class=""delete"">the</span> <span class=""delete"">world</span> <span class=""delete"">and</span> <span class=""delete"">able</span> <span class=""delete"">to</span> <span class=""delete"">update</span> <span class=""delete"">their</span> <span class=""delete"">friends</span> <span class=""delete"">his</span> <span class=""delete"">recent</span> <span class=""delete"">activity</span> <span class=""delete"">easily</span> <span class=""delete"">.</span>","Secondly , people makes friends all over the world and able to update their friends his recent activity easily .","He can even talk to her daughter face-to-face using video call via internet .","{}","5","5","5","5","5"
"3IWA71V4TIGUOGWB6POK98BBI056XL","3LMOG6ZFAI69WKV8DLBBX4NIW5J2FE","Grammaticality Judgment","In this task, you are presented with a single English sentence and are asked to rank (up to) 5 sentences according to its grammaticality.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Tue Oct 06 11:57:47 PDT 2015","2","BatchId:2114055;","3600","86400","Tue Oct 13 11:57:47 PDT 2015","","","3UWN2HHPUY5XL4EY1Y9F0VCSZPHNSZ","A36SM7QM8OK3H6","Approved","Tue Oct 06 13:52:56 PDT 2015","Tue Oct 06 13:56:34 PDT 2015","Wed Oct 07 13:56:34 PDT 2015","Tue Oct 06 20:03:31 PDT 2015","","","218","100% (121/121)","100% (121/121)","100% (121/121)","control","787","CUUI RAC","IITB UMC","NTHU PKU POST","AMU","INPUT IPN SJTU UFC","Secondly , people make friends all over the world and able to update their friends his recent activity easily .","Secondly , people makes friends all over the world and able to update their friends his recent activity easily .","Secondly , people make friends all over the world and able to update their friends his recent activity easily .","Secondly , people make friends all over the world and able to update their friends his recent activities easily .","","Secondly , people <span class=""delete"">makes</span> <span class=""insert"">make</span> friends all over the world and able to update their friends his recent activity easily .","Secondly , people makes friends all over the world and able to update their friends his recent activity easily .","Secondly , people <span class=""delete"">makes</span> <span class=""insert"">make</span> friends all over the world and able to update their friends his recent activity easily .","Secondly , people <span class=""delete"">makes</span> <span class=""insert"">make</span> friends all over the world and able to update their friends his recent <span class=""delete"">activity</span> <span class=""insert"">activities</span> easily .","<span class=""delete"">Secondly</span> <span class=""delete"">,</span> <span class=""delete"">people</span> <span class=""delete"">makes</span> <span class=""delete"">friends</span> <span class=""delete"">all</span> <span class=""delete"">over</span> <span class=""delete"">the</span> <span class=""delete"">world</span> <span class=""delete"">and</span> <span class=""delete"">able</span> <span class=""delete"">to</span> <span class=""delete"">update</span> <span class=""delete"">their</span> <span class=""delete"">friends</span> <span class=""delete"">his</span> <span class=""delete"">recent</span> <span class=""delete"">activity</span> <span class=""delete"">easily</span> <span class=""delete"">.</span>","Secondly , people makes friends all over the world and able to update their friends his recent activity easily .","He can even talk to her daughter face-to-face using video call via internet .","{}","1","3","2","1","3"
"3NSM4HLQNRU3P1EJZK7QL5W9LYTQQ4","3LMOG6ZFAI69WKV8DLBBX4NIW5J2FE","Grammaticality Judgment","In this task, you are presented with a single English sentence and are asked to rank (up to) 5 sentences according to its grammaticality.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Tue Oct 06 11:57:47 PDT 2015","2","BatchId:2114055;","3600","86400","Tue Oct 13 11:57:47 PDT 2015","","","31T4R4OBOSGSB2XFO52QPTMKD8Z7CP","A36SM7QM8OK3H6","Approved","Wed Oct 07 15:06:44 PDT 2015","Wed Oct 07 15:07:48 PDT 2015","Thu Oct 08 15:07:48 PDT 2015","Wed Oct 07 15:30:52 PDT 2015","","","64","100% (121/121)","100% (121/121)","100% (121/121)","control","269","AMU CAMB","POST","CUUI NTHU","RAC","PKU","This is reasonable for the exposure of the truth of being a carrier may make them be discriminated against or sympothized by others which is not positive factors brought to their life .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or sympathize by others which is not positive factors brought to their lives .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or sympothized by others , which are not the positive factors brought to their lives .","This is reasonable since the exposure of the truth of being a carrier may make them `s discriminated or sympathized by others which is not positive factors brought to their life .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or sympathy by others which is not positive factors brought to their life .","This is reasonable <span class=""delete"">since</span> <span class=""insert"">for</span> the exposure of the truth of being a carrier may make them be discriminated <span class=""insert"">against</span> or sympothized by others which is not positive factors brought to their life .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or <span class=""delete"">sympothized</span> <span class=""insert"">sympathize</span> by others which is not positive factors brought to their <span class=""delete"">life</span> <span class=""insert"">lives</span> .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or sympothized by others <span class=""insert"">,</span> which <span class=""delete"">is</span> <span class=""insert"">are</span> not <span class=""insert"">the</span> positive factors brought to their <span class=""delete"">life</span> <span class=""insert"">lives</span> .","This is reasonable since the exposure of the truth of being a carrier may make them <span class=""delete"">be</span> <span class=""insert"">`s</span> discriminated or <span class=""delete"">sympothized</span> <span class=""insert"">sympathized</span> by others which is not positive factors brought to their life .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or <span class=""delete"">sympothized</span> <span class=""insert"">sympathy</span> by others which is not positive factors brought to their life .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or sympothized by others which is not positive factors brought to their life .","They may do not want this truth to influence their life or want to keep it as a secret and do not others know about it .","{}","5","2","4","1","3"
"3NSM4HLQNRU3P1EJZK7QL5W9LYTQQ4","3LMOG6ZFAI69WKV8DLBBX4NIW5J2FE","Grammaticality Judgment","In this task, you are presented with a single English sentence and are asked to rank (up to) 5 sentences according to its grammaticality.","grammatical error correction, proofreading, revision, refinement, English","$0.20","Tue Oct 06 11:57:47 PDT 2015","2","BatchId:2114055;","3600","86400","Tue Oct 13 11:57:47 PDT 2015","","","3MTMREQS4VIJ821ICZEBBEVD6VJWA8","A1ORPX4AK44JN5","Approved","Tue Oct 06 16:55:15 PDT 2015","Tue Oct 06 16:56:02 PDT 2015","Wed Oct 07 16:56:02 PDT 2015","Tue Oct 06 20:03:32 PDT 2015","","","47","100% (313/313)","100% (313/313)","100% (313/313)","control","269","AMU CAMB","POST","CUUI NTHU","RAC","PKU","This is reasonable for the exposure of the truth of being a carrier may make them be discriminated against or sympothized by others which is not positive factors brought to their life .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or sympathize by others which is not positive factors brought to their lives .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or sympothized by others , which are not the positive factors brought to their lives .","This is reasonable since the exposure of the truth of being a carrier may make them `s discriminated or sympathized by others which is not positive factors brought to their life .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or sympathy by others which is not positive factors brought to their life .","This is reasonable <span class=""delete"">since</span> <span class=""insert"">for</span> the exposure of the truth of being a carrier may make them be discriminated <span class=""insert"">against</span> or sympothized by others which is not positive factors brought to their life .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or <span class=""delete"">sympothized</span> <span class=""insert"">sympathize</span> by others which is not positive factors brought to their <span class=""delete"">life</span> <span class=""insert"">lives</span> .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or sympothized by others <span class=""insert"">,</span> which <span class=""delete"">is</span> <span class=""insert"">are</span> not <span class=""insert"">the</span> positive factors brought to their <span class=""delete"">life</span> <span class=""insert"">lives</span> .","This is reasonable since the exposure of the truth of being a carrier may make them <span class=""delete"">be</span> <span class=""insert"">`s</span> discriminated or <span class=""delete"">sympothized</span> <span class=""insert"">sympathized</span> by others which is not positive factors brought to their life .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or <span class=""delete"">sympothized</span> <span class=""insert"">sympathy</span> by others which is not positive factors brought to their life .","This is reasonable since the exposure of the truth of being a carrier may make them be discriminated or sympothized by others which is not positive factors brought to their life .","They may do not want this truth to influence their life or want to keep it as a secret and do not others know about it .","{}","5","4","4","4","4"
